Product Name,OrderCount,TotalQuantity,TotalSales,TotalProfit,AvgPrice,Cluster_DBSCAN
Polycom CX600 IP Phone VoIP phone,4,17,4619.23,896.8505,254.95749999999998,0
Polycom SoundPoint IP 450 VoIP phone,6,22,3839.62,162.6192,173.1593333333333,0
Polycom SoundPoint Pro SE-225 Corded phone,4,19,1903.84,276.0568,101.14150000000001,0
Polycom SoundStation2 EX Conference phone,4,12,3968.5099999999998,518.336,323.96,0
Polycom VVX 310 VoIP phone,8,40,6227.654,899.95,152.9915,0
Polycom VoiceStation 500 Conference phone,5,15,3657.38,339.1925,247.75799999999998,0
Portable Personal File Box,6,19,224.66400000000002,55.3113,11.802999999999999,0
Portfile Personal File Boxes,2,7,99.11999999999999,7.434,14.16,0
"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",2,9,62.608000000000004,28.537599999999998,6.552,0
PowerGen Dual USB Car Charger,4,14,127.87200000000001,52.3476,8.991,0
Prang Colored Pencils,7,32,90.552,38.808,2.772,0
Prang Drawing Pencil Set,11,39,100.08,27.0772,2.577818181818182,0
Prang Dustless Chalk Sticks,8,24,38.976,18.816,1.554,0
Premier Automatic Letter Opener,5,14,2836.366,-427.8586,211.5256,0
Premier Electric Letter Opener,8,24,2641.608,-7.105427357601002e-15,107.1705,0
"Premier Elliptical Ring Binder, Black",9,46,526.612,-201.5128,10.82311111111111,0
Premium Transparent Presentation Covers by GBC,10,43,753.182,284.0692,16.574199999999998,0
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",7,29,698.04,90.74519999999998,27.7,0
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7,29,81.652,19.4296,2.7245714285714286,0
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",12,44,102.619,-11.882200000000003,2.7005,0
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",3,9,33.108000000000004,7.1556,3.382,0
Pressboard Data Binders by Wilson Jones,8,27,99.324,22.9086,3.6045000000000003,0
Pressboard Hanging Data Binders for Unburst Sheets,10,48,112.66799999999999,-10.135200000000001,2.7552,0
Presstex Flexible Ring Binders,8,30,92.82000000000001,24.57,2.9575,0
Prestige Round Ring Binders,8,21,85.728,18.0576,3.8,0
Prismacolor Color Pencil Set,7,24,436.48,155.5456,18.13942857142857,0
Project Tote Personal File,4,15,193.61399999999998,44.1945,13.328499999999998,0
PureGear Roll-On Screen Protector,5,34,571.714,218.2908,16.7916,0
Pyle PMP37LED,10,43,3590.026,576.8999,86.39099999999999,0
Pyle PRT45 Retro Home Telephone,1,4,201.568,22.6764,50.392,0
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,5,13,79.22999999999999,29.537499999999998,5.837999999999999,0
Quality Park Security Envelopes,4,11,240.764,88.19290000000001,22.244500000000002,0
"Quartet Alpha White Chalk, 12/Pack",2,8,15.469999999999999,6.0996,1.9889999999999999,0
"Quartet Omega Colored Chalk, 12/Pack",7,15,80.592,34.164,5.339428571428571,0
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,1,3,239.97,2.3997,79.99,0
RCA ViSYS 25423RE1 Corded phone,1,2,159.984,13.9986,79.992,0
RCA ViSYS 25425RE1 Corded phone,1,3,323.976,36.4473,107.992,0
RCA ViSYS 25825 Wireless digital phone,2,7,727.944,90.993,103.992,0
RCA Visys Integrated PBX 8-Line Router,5,19,1085.238,130.63049999999998,58.95119999999999,0
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",8,37,281.892,127.602,7.7145,0
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",6,19,89.408,38.2524,4.572,0
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,6,29,2619.738,995.9004,93.324,0
Razer Kraken PRO Over Ear PC and Music Headset,8,30,2159.73,479.94,71.991,0
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,7,26,5119.744000000001,2155.8922000000002,194.276,0
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",6,20,1857.252,414.918,92.20400000000001,0
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",5,30,268.5,123.51,8.95,0
Recycled Easel Ring Binders,9,35,308.844,21.633999999999997,9.117777777777778,0
Recycled Eldon Regeneration Jumbo File,6,20,235.77599999999998,58.944,11.870666666666667,0
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",2,5,68.28,23.0445,13.656,0
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",5,12,259.092,115.152,22.0708,0
Recycled Premium Regency Composition Covers,3,9,110.01599999999999,39.880799999999994,12.223999999999998,0
Recycled Pressboard Report Cover with Reinforced Top Hinge,8,34,69.768,13.759799999999998,2.059125,0
Recycled Steel Personal File for Hanging File Folders,6,21,1053.032,151.65949999999998,51.507,0
Recycled Steel Personal File for Standard File Folders,4,20,1072.626,254.334,52.5255,0
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",7,35,93.22,39.53,2.6128571428571425,0
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",5,21,196.98000000000002,94.5504,9.38,0
Rediform S.O.S. Phone Message Books,1,4,19.92,9.7608,4.98,0
Rediform Voice Mail Log Books,2,11,29.204,12.1584,2.682,0
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",5,17,110.016,43.7772,6.7232,0
Regeneration Desk Collection,5,21,35.904,15.206399999999999,1.6896,0
Revere Boxed Rubber Bands by Revere,6,29,48.006,-5.707800000000001,1.7009999999999998,0
Ricoh - Ink Collector Unit for GX3000 Series Printers,3,14,465.645,36.916,29.365,0
Riverleaf Stik-Withit Designer Note Cubes,5,15,136.816,55.33,9.2552,0
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",5,25,4446.175,-1147.4,200.79500000000002,0
Riverside Furniture Stanwyck Manor Table Series,3,5,917.9200000000001,-415.9325,181.67166666666665,0
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",5,24,15610.9656,-669.5448000000002,674.83068,0
"Rogers Box, Blue",46,145,2978.3523999999998,-20.447600000000016,19.382697826086957,0
"Rogers Box, Industrial",32,92,1699.1119999999999,-223.898,18.27128125,0
"Rogers Box, Single Width",40,119,2027.2,-19.04,18.740000000000002,0
"Rogers Box, Wire Frame",35,109,2004.48,71.74,17.8944,0
Rogers Deluxe File Chest,8,22,443.996,-34.7284,19.782,0
"Rogers File Cart, Blue",35,114,12833.793,144.26300000000003,112.66997142857142,0
"Rogers File Cart, Industrial",41,126,13953.736,105.29599999999999,108.42185365853659,0
"Rogers Folders, Blue",25,74,1566.7245,-132.75549999999998,22.48554,0
"Rogers Folders, Industrial",38,121,3287.396,-37.06400000000001,27.295623684210526,0
"Rogers Folders, Single Width",27,67,1710.8992,51.329200000000014,24.15502222222222,0
"Rogers Folders, Wire Frame",32,92,2206.6048,61.2748,23.293400000000002,0
Rogers Handheld Barrel Pencil Sharpener,7,30,75.62400000000001,15.618,2.583428571428571,0
"Rogers Jumbo File, Granite",7,24,317.77200000000005,-4.8888,13.191999999999998,0
"Rogers Lockers, Blue",42,167,28214.5892,-2893.4908,169.81665238095238,0
"Rogers Lockers, Industrial",32,104,18300.695,4411.335,178.18609375,0
"Rogers Lockers, Single Width",34,114,20493.364,6755.184,184.82025,0
"Rogers Lockers, Wire Frame",32,103,14927.3865,-901.5735000000001,148.997334375,0
Rogers Profile Extra Capacity Storage Tub,7,32,518.9399999999999,4.6872,16.261714285714284,0
"Rogers Shelving, Blue",34,91,4591.407,216.207,46.902058823529416,0
"Rogers Shelving, Industrial",35,99,5066.1925,787.6225000000001,54.42896,0
"Rogers Shelving, Single Width",27,86,4024.6528,-377.9672,48.18551111111111,0
"Rogers Shelving, Wire Frame",40,144,6740.364,1038.574,47.3637,0
"Rogers Trays, Blue",30,94,4654.784,693.2239999999999,49.410322580645165,0
"Rogers Trays, Industrial",30,127,6701.0552,1831.3752,53.478320000000004,0
"Rogers Trays, Single Width",23,89,3994.2826,-571.6474,46.58657826086956,0
"Rogers Trays, Wire Frame",34,127,6253.8075,2016.7675000000002,49.13007352941177,0
Rosewill 107 Normal Keys USB Wired Standard Keyboard,3,9,105.14399999999999,0.8087999999999997,12.581333333333333,0
Round Ring Binders,6,28,29.952,-0.9152000000000005,1.1093333333333335,0
Round Specialty Laser Printer Labels,6,39,421.008,162.0129,10.859333333333332,0
Rubber Band Ball,4,16,58.344,-0.29920000000000013,3.553,0
"Rubbermaid Clock, Black",17,50,1825.6568,709.6967999999999,37.364282352941174,0
"Rubbermaid Clock, Duo Pack",16,49,1886.598,-7.631999999999998,38.71125,0
"Rubbermaid Clock, Durable",11,24,893.4639999999999,183.114,38.2525,0
"Rubbermaid Clock, Erganomic",17,70,2806.9638,1121.6538,39.92308235294118,0
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",5,24,2064.228,-173.12879999999996,88.78399999999999,0
"Rubbermaid Door Stop, Black",15,36,1243.628,173.728,36.10093333333334,0
"Rubbermaid Door Stop, Duo Pack",25,74,2807.4786,314.96860000000004,37.240064000000004,0
"Rubbermaid Door Stop, Durable",17,62,1993.7288999999998,124.90890000000002,32.57593529411764,0
"Rubbermaid Door Stop, Erganomic",14,43,1553.4204,492.9204,37.1579,0
"Rubbermaid Frame, Black",15,54,4069.5930000000003,294.453,87.86316000000001,0
"Rubbermaid Frame, Duo Pack",25,102,9833.195,760.5350000000001,95.29,0
"Rubbermaid Frame, Durable",22,68,5641.4556,114.24559999999998,82.6524,0
"Rubbermaid Frame, Erganomic",21,79,6642.9822,1241.7522000000001,81.45139523809523,0
"Rubbermaid Light Bulb, Black",21,63,878.3836,195.3436,13.851885714285713,0
"Rubbermaid Light Bulb, Duo Pack",22,64,881.055,155.355,14.7735,0
"Rubbermaid Light Bulb, Durable",27,91,1158.5629,264.6429,12.603914814814814,0
"Rubbermaid Light Bulb, Erganomic",25,98,1396.3926000000001,307.2126,14.149583999999999,0
"Rubbermaid Photo Frame, Black",15,48,2104.5,166.85999999999999,42.894999999999996,0
"Rubbermaid Photo Frame, Duo Pack",18,57,2538.69,837.38,43.31891666666667,0
"Rubbermaid Photo Frame, Durable",23,85,3217.6914,915.7414,38.09788695652174,0
"Rubbermaid Photo Frame, Erganomic",17,53,2243.4798,191.26979999999998,41.94537058823529,0
"Rubbermaid Stacking Tray, Black",24,89,1933.596,340.116,21.101499999999998,0
"Rubbermaid Stacking Tray, Durable",14,58,1042.8072,191.95719999999997,17.50222857142857,0
"Rubbermaid Stacking Tray, Erganomic",36,141,2532.9078,364.7078,17.857725000000002,0
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",4,15,2487.759,410.352,164.56825,0
Rush Hierlooms Collection Rich Wood Bookcases,2,4,489.37919999999997,-70.8312,135.2232,0
SAFCO Arco Folding Chair,13,53,11572.78,1179.374,220.96,0
"SAFCO Bag Chairs, Adjustable",21,81,2914.1385,192.5885,36.72192857142857,0
"SAFCO Bag Chairs, Black",20,70,2247.7048,-58.575199999999974,34.622865000000004,0
"SAFCO Bag Chairs, Red",32,93,3349.8896,-136.19039999999998,36.30235,0
"SAFCO Bag Chairs, Set of Two",21,61,2268.1572,606.5172,36.379914285714285,0
SAFCO Boltless Steel Shelving,10,46,4704.696,-470.4696,102.276,0
"SAFCO Chairmat, Adjustable",33,102,4317.6676,-301.8224,43.887639393939395,0
"SAFCO Chairmat, Black",21,71,2981.4105,-192.6495,43.343114285714286,0
"SAFCO Chairmat, Red",30,80,3514.6244,482.5844,47.39738,0
"SAFCO Chairmat, Set of Two",19,58,2534.9388,275.6388,45.92091052631579,0
"SAFCO Commercial Wire Shelving, 72h",5,24,1445.2640000000001,-24.496,58.7904,0
"SAFCO Commercial Wire Shelving, Black",10,35,4199.456,-635.444,118.8004,0
"SAFCO Executive Leather Armchair, Adjustable",26,72,24210.4384,-862.1816000000002,341.87335384615386,0
"SAFCO Executive Leather Armchair, Black",28,111,41923.53,7154.28,364.0853571428571,0
"SAFCO Executive Leather Armchair, Red",20,76,25640.127,-1833.1729999999998,344.24142857142857,0
"SAFCO Executive Leather Armchair, Set of Two",19,56,17106.7008,1656.3708,335.0698105263158,0
SAFCO Folding Chair Trolley,3,6,705.32,151.3232,106.86666666666667,0
"SAFCO Mobile Desk Side File, Wire Frame",8,31,1240.04,259.12559999999996,40.622,0
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,5,12,245.088,14.9184,21.312,0
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",5,26,2979.004,54.71640000000002,112.47260000000001,0
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",5,14,3739.115,608.043,251.60399999999998,0
"SAFCO Rocking Chair, Adjustable",19,68,7034.88,1037.3999999999999,103.65263157894738,0
"SAFCO Rocking Chair, Black",27,88,8861.5872,78.89719999999997,110.51448888888889,0
"SAFCO Rocking Chair, Red",21,71,7141.6857,1064.4657,108.09931428571429,0
"SAFCO Rocking Chair, Set of Two",25,78,8695.944,1358.154,116.1288,0
"SAFCO Steel Folding Chair, Adjustable",17,60,4382.364,1244.904,70.854,0
"SAFCO Steel Folding Chair, Black",15,54,3228.488,474.878,60.42426666666667,0
"SAFCO Steel Folding Chair, Red",28,101,6973.937,1420.357,69.77202142857142,0
"SAFCO Steel Folding Chair, Set of Two",17,80,4414.712399999999,1247.4624000000001,60.8648705882353,0
"SAFCO Swivel Stool, Adjustable",22,57,7871.5936,2057.9836,139.41690454545457,0
"SAFCO Swivel Stool, Black",22,71,8111.0934,1051.3134,119.69382272727272,0
"SAFCO Swivel Stool, Red",15,59,6977.907,1161.667,118.08048000000001,0
"SAFCO Swivel Stool, Set of Two",22,87,12395.505,2465.355,143.50111363636364,0
SANFORD Liquid Accent Tank-Style Highlighters,3,5,14.2,4.401999999999999,2.84,0
SANFORD Major Accent Highlighters,7,30,209.56799999999998,77.88,6.877714285714285,0
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",3,8,56.164,13.006400000000001,6.897333333333333,0
Sabrent 4-Port USB 2.0 Hub,4,15,96.418,29.197,6.4505,0
"Safco 3-Shelf Cabinet, Metal",19,60,8168.16,2140.29,132.10073684210528,0
"Safco 3-Shelf Cabinet, Mobile",12,53,6882.96,1060.28,127.092,0
"Safco 3-Shelf Cabinet, Pine",17,52,7412.9091,24.659099999999977,144.7282411764706,0
"Safco 3-Shelf Cabinet, Traditional",17,57,7260.12,555.09,122.16070588235294,0
"Safco Chair Connectors, 6/Carton",4,26,881.192,170.8512,32.708,0
"Safco Classic Bookcase, Metal",20,75,25276.353600000002,5416.1536,323.758465,0
"Safco Classic Bookcase, Mobile",24,85,27696.1095,1451.1095000000003,323.9536541666667,0
"Safco Classic Bookcase, Pine",17,60,21799.2,-1273.49,365.3882352941177,0
"Safco Classic Bookcase, Traditional",25,80,26230.579999999998,2073.48,330.6572,0
Safco Commercial Shelving,5,11,483.704,-7.4416,42.7892,0
Safco Contoured Stacking Chairs,8,27,5697.76,870.16,208.6,0
"Safco Corner Shelving, Metal",21,58,6321.6539999999995,75.83399999999995,115.47209523809522,0
"Safco Corner Shelving, Mobile",18,53,6352.764,1318.704,121.584,0
"Safco Corner Shelving, Pine",9,27,3270.0635,519.0035,110.87327777777779,0
"Safco Corner Shelving, Traditional",20,71,7791.848,1424.808,110.97405,0
Safco Drafting Table,4,12,638.8199999999999,34.0704,56.784,0
"Safco Floating Shelf Set, Metal",17,57,8311.032,168.572,146.14976470588235,0
"Safco Floating Shelf Set, Mobile",19,61,9310.7556,1363.4456,150.45877894736842,0
"Safco Floating Shelf Set, Pine",18,73,11623.9212,486.8712,165.36846666666668,0
"Safco Floating Shelf Set, Traditional",19,66,10576.0866,3984.6166,153.9059052631579,0
Safco Industrial Shelving,5,13,827.12,-104.1285,64.988,0
Safco Industrial Wire Shelving,5,16,1363.058,-126.7068,80.6316,0
Safco Industrial Wire Shelving System,8,30,2511.0480000000002,-218.352,81.882,0
"Safco Library with Doors, Metal",12,39,11759.2425,-525.9374999999999,288.585625,0
"Safco Library with Doors, Mobile",16,57,16293.942,1014.0820000000001,293.16999375,0
"Safco Library with Doors, Pine",25,89,27263.7618,3360.8318,301.229952,0
"Safco Library with Doors, Traditional",15,47,11997.7362,-1972.9038,272.33328,0
"Safco Stackable Bookrack, Mobile",14,40,3933.0719999999997,-217.15800000000002,101.44828571428572,0
"Safco Stackable Bookrack, Pine",34,135,15582.401,2495.9410000000003,116.33632352941176,0
"Safco Stackable Bookrack, Traditional",17,56,5845.0724,-397.1776,97.7666588235294,0
Safco Steel Mobile File Cart,5,9,683.5519999999999,120.872,76.69120000000001,0
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",6,17,858.858,-9.937199999999999,53.5899,0
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",3,14,802.074,106.47,56.784,0
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",4,13,406.784,14.301,30.191000000000003,0
"Samsung Audio Dock, Cordless",28,89,12465.2584,2327.7784,141.6626,0
"Samsung Audio Dock, Full Size",23,67,9730.785600000001,1927.3956,139.5396,0
"Samsung Audio Dock, VoIP",17,47,5616.858,1453.338,116.64762352941176,0
"Samsung Audio Dock, with Caller ID",20,67,7661.9458,-2137.2242,133.436195,0
Samsung Convoy 3,2,9,688.138,-31.077199999999998,88.792,0
Samsung Galaxy Mega 6.3,6,39,13943.668,1822.7566,363.99133333333333,0
Samsung Galaxy Note 2,2,14,4507.902,-128.79719999999998,321.99300000000005,0
Samsung Galaxy Note 3,3,13,2155.902,153.993,175.992,0
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),6,28,7139.796,83.99760000000003,279.992,0
Samsung Galaxy S4,5,13,6134.701999999999,438.193,500.79200000000003,0
Samsung Galaxy S4 Active,2,8,3999.92,1039.9792,499.99,0
Samsung Galaxy S4 Mini,5,15,6109.87,1104.4765,413.5912,0
Samsung HM1900 Bluetooth Headset,7,27,491.68,195.355,18.187142857142856,0
"Samsung Headset, Cordless",18,86,4871.5095,1343.9495,54.910916666666665,0
"Samsung Headset, Full Size",14,51,2417.9454,218.34539999999998,51.59319285714286,0
"Samsung Headset, VoIP",19,72,4232.4975,1397.5275,56.896184210526314,0
"Samsung Headset, with Caller ID",21,72,4227.7880000000005,-175.172,55.00457142857143,0
"Samsung Office Telephone, Cordless",19,88,4928.268,171.948,52.90352631578948,0
"Samsung Office Telephone, Full Size",24,100,4608.6996,19.599600000000024,45.6240125,0
"Samsung Office Telephone, VoIP",19,63,2910.649,351.18899999999996,47.26381578947369,0
"Samsung Office Telephone, with Caller ID",23,97,4297.1284,298.40840000000003,50.455704347826085,0
Samsung Replacement EH64AVFWE Premium Headset,5,21,104.5,17.875,5.0600000000000005,0
Samsung Rugby III,8,24,1385.79,229.6452,57.74125,0
"Samsung Signal Booster, Cordless",28,79,8523.0376,2096.1875999999997,106.55539999999999,0
"Samsung Signal Booster, Full Size",24,75,8554.9944,2060.2044,111.9892,0
"Samsung Signal Booster, VoIP",16,69,7640.412,1139.822,102.22525,0
"Samsung Signal Booster, with Caller ID",14,42,3562.2672000000002,-349.8628,90.34452857142857,0
"Samsung Smart Phone, Cordless",25,108,48653.46,-198.08999999999992,486.78692307692313,0
"Samsung Smart Phone, Full Size",13,43,20993.024,1971.524,491.6460307692308,0
"Samsung Smart Phone, VoIP",23,97,45406.328,3903.8579999999997,485.01773913043473,0
"Samsung Smart Phone, with Caller ID",15,50,26311.164,6392.614,532.1041333333334,0
"Samsung Speaker Phone, Cordless",23,75,7518.7467,1045.7367,95.81012608695653,0
"Samsung Speaker Phone, Full Size",20,78,8014.3357,1208.2857,104.37689499999999,0
"Samsung Speaker Phone, VoIP",14,50,5812.954,1680.574,109.52878571428572,0
"Samsung Speaker Phone, with Caller ID",25,85,8386.482,978.582,97.03096,0
"SanDisk Cards & Envelopes, 8.5 x 11",15,48,2163.7200000000003,137.42999999999998,43.332800000000006,0
"SanDisk Cards & Envelopes, Multicolor",12,40,1607.848,187.468,42.63233333333333,0
"SanDisk Cards & Envelopes, Premium",17,71,2847.7416,1016.9316,37.758105882352936,0
"SanDisk Cards & Envelopes, Recycled",23,81,3118.896,-257.624,40.02284347826087,0
"SanDisk Computer Printout Paper, 8.5 x 11",22,84,2397.0414,-68.6886,28.573172727272723,0
"SanDisk Computer Printout Paper, Multicolor",17,52,1431.664,255.664,26.48329411764706,0
"SanDisk Computer Printout Paper, Premium",12,33,801.1524000000001,51.7424,24.402974999999998,0
"SanDisk Computer Printout Paper, Recycled",18,61,1364.715,330.135,22.3575,0
SanDisk Cruzer 16 GB USB Flash Drive,3,10,107.912,14.924000000000001,10.714666666666666,0
SanDisk Cruzer 32 GB USB Flash Drive,6,20,361.38,102.708,17.752,0
SanDisk Cruzer 4 GB USB Flash Drive,2,5,25.96,5.5165,5.192,0
SanDisk Cruzer 64 GB USB Flash Drive,9,34,1184.032,319.61600000000004,33.89866666666667,0
SanDisk Cruzer 8 GB USB Flash Drive,1,4,27.168,-1.3584,6.792,0
"SanDisk Flash Drive, Bluetooth",21,79,2366.0736,740.7436,28.795161904761905,0
"SanDisk Flash Drive, Erganomic",17,55,1470.4695,3.669499999999992,25.7715,0
"SanDisk Flash Drive, Programmable",17,62,2003.1624,257.4824,31.21454117647059,0
"SanDisk Flash Drive, USB",24,63,1988.1625,30.662499999999994,31.628854166666667,0
"SanDisk Keyboard, Bluetooth",14,56,3675.5628,419.2128,65.5526,0
"SanDisk Keyboard, Erganomic",20,57,4123.08,926.6999999999999,68.4537,0
"SanDisk Keyboard, Programmable",30,104,6191.9676,625.7375999999999,62.317980000000006,0
"SanDisk Keyboard, USB",16,40,2329.2542,206.2742,60.212337500000004,0
"SanDisk Memo Slips, 8.5 x 11",24,88,1406.4512,258.7712,16.46773333333333,0
"SanDisk Memo Slips, Multicolor",22,73,1071.8305,-7.8195,15.319427272727273,0
"SanDisk Memo Slips, Premium",25,91,1303.8376,360.3476,14.279048,0
"SanDisk Memo Slips, Recycled",14,45,635.627,109.567,13.99457142857143,0
"SanDisk Memory Card, Bluetooth",22,73,6654.672,294.37199999999996,90.26863636363636,0
"SanDisk Memory Card, Erganomic",20,60,5652.4490000000005,83.51899999999999,89.05776,0
"SanDisk Memory Card, Programmable",17,66,5407.3077,9.757700000000048,89.31884117647058,0
"SanDisk Memory Card, USB",12,35,2931.8740000000003,596.114,76.33133333333333,0
"SanDisk Message Books, 8.5 x 11",21,68,1502.1044,429.5344,21.720038095238095,0
"SanDisk Message Books, Multicolor",21,67,1392.1073000000001,26.3373,19.895657142857143,0
"SanDisk Message Books, Premium",23,79,1526.068,81.26799999999999,19.080165217391304,0
"SanDisk Message Books, Recycled",14,37,781.4289,254.9889,20.05185,0
"SanDisk Mouse, Bluetooth",20,62,1751.4055,57.615500000000004,28.764425,0
"SanDisk Mouse, Erganomic",16,54,1745.4388,300.3088,28.963724999999997,0
"SanDisk Mouse, Programmable",17,58,1644.6838,-27.746199999999998,27.578182352941177,0
"SanDisk Mouse, USB",15,28,801.9864,-80.9236,29.00128,0
"SanDisk Note Cards, 8.5 x 11",15,51,1203.6686,-30.07140000000001,22.944953333333334,0
"SanDisk Note Cards, Multicolor",21,80,2423.1592,621.7492,29.529028571428572,0
"SanDisk Note Cards, Premium",35,108,2465.8095,658.9895,23.214562857142855,0
"SanDisk Numeric Keypad, Bluetooth",38,130,5688.0665,441.6965,45.047210526315794,0
"SanDisk Numeric Keypad, Erganomic",19,87,4155.735,461.445,45.77921052631579,0
"SanDisk Numeric Keypad, USB",23,97,3819.546,734.046,42.258347826086954,0
"SanDisk Parchment Paper, 8.5 x 11",10,37,701.7415,64.39150000000001,17.92405,0
"SanDisk Parchment Paper, Multicolor",29,130,1713.9708,387.7308,14.181503448275862,0
"SanDisk Parchment Paper, Premium",18,64,759.3024,34.2224,12.684127777777778,0
"SanDisk Parchment Paper, Recycled",21,83,1187.1112,267.2512,13.952885714285715,0
"SanDisk Router, Bluetooth",22,81,14007.818500000001,4326.8785,167.94809090909092,0
"SanDisk Router, Erganomic",18,41,9980.016,3001.626,236.0393333333333,0
"SanDisk Router, Programmable",19,52,9400.3515,147.8415,182.214,0
"SanDisk Router, USB",19,56,11034.6456,3244.5356,202.95246315789473,0
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,7,31,329.946,-48.5826,11.134285714285713,0
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,11,44,884.0,38.012,19.689090909090908,0
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,6,25,927.768,37.9905,35.991,0
Sanford 52201 APSCO Electric Pencil Sharpener,4,14,565.386,140.9368,38.9215,0
"Sanford Canvas, Blue",47,128,5299.548,705.768,40.44824680851064,0
"Sanford Canvas, Easy-Erase",37,123,5142.1489,353.5789,40.73724054054054,0
"Sanford Canvas, Fluorescent",38,119,5299.8556,1299.6856,43.77681052631579,0
"Sanford Canvas, Water Color",33,89,3667.71,-497.59000000000003,39.21727272727273,0
"Sanford Colorific Colored Pencils, 12/Box",5,26,73.152,20.736,2.7648,0
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",4,15,45.919999999999995,17.876,3.1159999999999997,0
"Sanford Colorific Scented Colored Pencils, 12/Pack",2,11,47.080000000000005,14.5948,4.28,0
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",3,14,29.4,8.232,2.1,0
"Sanford Highlighters, Blue",33,126,1661.205,205.245,12.75590909090909,0
"Sanford Highlighters, Easy-Erase",36,110,1546.2504,-48.9996,13.76385,0
"Sanford Highlighters, Fluorescent",31,86,1159.9686000000002,367.5186,14.154880645161292,0
"Sanford Highlighters, Water Color",32,108,1716.6355,459.0755,15.7513375,0
Sanford Liquid Accent Highlighters,5,24,149.632,48.6304,6.1456,0
"Sanford Markers, Blue",30,90,1698.5675,22.567500000000003,18.814416666666666,0
"Sanford Markers, Easy-Erase",36,111,2227.344,114.024,19.349555555555554,0
"Sanford Markers, Fluorescent",39,108,2166.5206000000003,504.6706,18.97744358974359,0
"Sanford Markers, Water Color",41,179,4122.5514,402.2114,22.270421428571428,0
"Sanford Pencil Sharpener, Easy-Erase",49,193,4393.095,1837.895,22.031357142857143,0
"Sanford Pencil Sharpener, Fluorescent",33,113,2264.7744,477.3744,21.519781818181816,0
"Sanford Pencil Sharpener, Water Color",80,259,5581.9741,601.9441,22.5098825,0
"Sanford Pens, Blue",37,116,982.4979999999999,87.538,8.818000000000001,0
"Sanford Pens, Easy-Erase",35,126,1208.0625,126.5025,9.047271428571428,0
"Sanford Pens, Fluorescent",42,129,1251.3676,168.0876,9.633134883720931,0
"Sanford Pens, Water Color",24,57,689.1052000000001,264.1852,11.481516666666666,0
Sanford Pocket Accent Highlighters,3,14,22.4,9.632,1.5999999999999999,0
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",3,7,209.664,49.7952,29.951999999999998,0
"Sanford Sketch Pad, Blue",32,113,4019.9772,-230.93280000000001,36.545075,0
"Sanford Sketch Pad, Easy-Erase",25,76,3261.5175,1371.8375,42.5109,0
"Sanford Sketch Pad, Fluorescent",35,136,5052.594,1565.964,39.17257142857143,0
"Sanford Sketch Pad, Water Color",29,97,4269.5905999999995,1519.1106,42.15522068965517,0
